,"(515, 377, 1)","(377, 515, 1)","(515, 377, 3)","(377, 515, 3)","(515, 377, 5)","(377, 515, 5)","(515, 377, 10)","(377, 515, 10)","(0, 0, 0)"
"{""377"": 71, ""515"": -46}",-1.78206,-0.6,-0.6,-4.0760791255806,0.0,-1.194,-1.78206,-1.194,-4.635318334324794
"{""377"": -18, ""515"": 44}",-4.964587156497372,-5.95108231382862,-4.456266867153731,-2.0380395627903,-3.937625616930651,-4.198249360761345,-3.139852372238507,-4.198249360761345,-6.665359218025596
"{""377"": -22, ""515"": 53}",0.0,-9.929174312994745,-0.6,-25.130015152913405,-1.194,-10.429882569864796,-3.51119103594,-11.90216462765724,-29.400855225026053
"{""377"": -21, ""515"": 51}",0.0,-0.6,-0.6,-11.416327906724486,-2.940597006,0.0,-0.6,0.0,-7.875251233861302
"{""377"": -24, ""515"": 55}",0.0,-19.456257056383,-1.78206,-21.828870836167724,-1.194,-4.635318334324794,-5.7370754994717315,-0.6,-23.332965628028077
"{""377"": 53, ""515"": -19}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 96, ""515"": -46}",-8.39649872152269,-6.816907697032244,-1.194,-0.6,-0.6,-8.912533734307463,-0.6,-12.859311551566861,-2.940597006
"{""377"": 103, ""515"": -54}",-0.6,-6.279704744477014,-10.429882569864796,-4.0760791255806,-10.429882569864796,-2.940597006,-10.925583744166149,-2.3642393999999998,-10.925583744166149
"{""377"": 65, ""515"": -31}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 27, ""515"": 23}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -29, ""515"": 54}",-6.279704744477014,-6.279704744477014,-11.416327906724486,-11.90216462765724,-2.3642393999999998,-5.7370754994717315,-1.194,-2.940597006,-12.383142981380669
"{""377"": -40, ""515"": 74}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 47, ""515"": -17}",-3.674369310030961,-4.711704198482194,-0.3,-0.3,-0.89103,-1.470298503,0.0,-0.3,-0.89103
"{""377"": 51, ""515"": -26}",-1.194,-10.925583744166149,-1.78206,-1.78206,-7.875251233861302,-33.94612039249127,-1.78206,-8.912533734307463,-1.78206
"{""377"": 112, ""515"": -63}",-1.194,-0.6,0.0,0.0,0.0,-4.0760791255806,-0.6,0.0,-1.194
"{""377"": 126, ""515"": -69}",0.0,0.0,0.0,-0.6,-0.6,-0.6,-1.194,0.0,-0.6
"{""377"": 104, ""515"": -54}",-4.0760791255806,-6.279704744477014,-1.78206,-5.188965150981547,-1.194,-11.90216462765724,-0.6,-1.194,-5.188965150981547
"{""377"": 53, ""515"": -28}",-4.0760791255806,-4.635318334324794,-2.940597006,-1.78206,-8.912533734307463,-1.78206,-21.443303874916893,-16.061797820736142,-0.6
"{""377"": 98, ""515"": -47}",-2.3642393999999998,-6.279704744477014,-7.348738620061922,-1.194,-5.7370754994717315,-2.3642393999999998,-14.716842767782037,-2.3642393999999998,-24.422013215910013
"{""377"": 40, ""515"": -10}",-9.523362149688383,-5.214941284932398,-1.470298503,-1.1821196999999999,-2.0380395627903,-1.75559551797,-3.139852372238507,-1.1821196999999999,-2.317659167162397
"{""377"": 94, ""515"": -47}",-3.51119103594,-0.6,-0.6,-3.51119103594,-12.859311551566861,-1.194,-0.6,-1.194,-5.188965150981547
"{""377"": 110, ""515"": -53}",-9.423408396964389,-1.78206,-0.6,-3.51119103594,-2.3642393999999998,-0.6,-0.6,-3.51119103594,-2.940597006
"{""377"": 70, ""515"": -39}",-0.6,-2.3642393999999998,-1.194,-0.6,-0.6,-2.3642393999999998,-2.3642393999999998,-2.3642393999999998,0.0
"{""377"": 25, ""515"": 24}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 31, ""515"": 16}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 68, ""515"": -43}",-1.194,-1.194,-0.6,-1.78206,-0.6,-2.940597006,-0.6,0.0,0.0
"{""377"": 72, ""515"": -38}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 24, ""515"": 28}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 29, ""515"": 20}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 7, ""515"": 43}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -15, ""515"": 43}",-1.75559551797,-1.75559551797,-3.139852372238507,-1.470298503,-3.408453848516122,-1.1821196999999999,-1.470298503,-2.0380395627903,-0.89103
"{""377"": -23, ""515"": 49}",-3.674369310030961,-4.964587156497372,-1.1821196999999999,-3.674369310030961,-1.75559551797,-2.8685377497358657,-6.665359218025596,-3.408453848516122,-4.964587156497372
"{""377"": 26, ""515"": 31}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 103, ""515"": -52}",-2.3642393999999998,-8.39649872152269,-4.635318334324794,0.0,-7.875251233861302,-2.3642393999999998,-6.816907697032244,-2.940597006,-0.6
"{""377"": 102, ""515"": -50}",-2.940597006,-1.78206,-2.3642393999999998,-4.0760791255806,0.0,-8.912533734307463,0.0,-7.875251233861302,-1.78206
"{""377"": 101, ""515"": -52}",-0.6,-2.3642393999999998,-5.188965150981547,-2.940597006,-1.78206,-2.3642393999999998,-6.279704744477014,-2.3642393999999998,-6.816907697032244
"{""377"": 101, ""515"": -51}",-2.940597006,-1.78206,-0.6,-3.51119103594,-2.940597006,0.0,-1.78206,-18.215206917025576,-7.875251233861302
"{""377"": -13, ""515"": 43}",-0.597,-1.1821196999999999,-0.3,-14.545886477285885,-0.89103,-8.896569150012917,-0.3,-0.89103,-8.68340318183123
"{""377"": 94, ""515"": -43}",-25.47871500138427,-2.940597006,-4.635318334324794,-6.279704744477014,-5.7370754994717315,-1.78206,-10.429882569864796,-15.617977596703174,-32.6034151353651
"{""377"": 22, ""515"": 27}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 21, ""515"": 36}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 17, ""515"": 49}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 15, ""515"": 51}",-2.317659167162397,-2.5944825754907734,-2.0380395627903,-2.0380395627903,-0.89103,-0.89103,-2.0380395627903,-0.597,-1.75559551797
"{""377"": -9, ""515"": 37}",-2.0380395627903,-2.0380395627903,-1.75559551797,-3.408453848516122,-2.0380395627903,-3.674369310030961,-2.317659167162397,-1.470298503,-2.5944825754907734
"{""377"": -31, ""515"": 65}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 33, ""515"": 14}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 91, ""515"": -44}",-13.797411251690681,-17.36680636366246,-2.3642393999999998,-13.797411251690681,-4.0760791255806,-5.188965150981547,-2.3642393999999998,-0.6,-1.194
"{""377"": 99, ""515"": -50}",-1.78206,-2.3642393999999998,-0.6,-7.875251233861302,-4.635318334324794,-1.194,-13.330718436051193,-0.6,-4.635318334324794
"{""377"": 62, ""515"": -31}",-5.188965150981547,-9.929174312994745,-1.78206,-2.940597006,-10.925583744166149,0.0,-6.279704744477014,-0.6,-2.940597006
"{""377"": 74, ""515"": -41}",-1.194,-2.3642393999999998,-0.6,-0.6,-2.940597006,-6.279704744477014,-1.194,-4.635318334324794,-2.3642393999999998
"{""377"": 74, ""515"": -40}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 27, ""515"": 24}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 25, ""515"": 27}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 24, ""515"": 25}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 107, ""515"": -57}",-7.348738620061922,-4.635318334324794,-1.194,-1.194,-2.3642393999999998,-1.194,-0.6,-2.3642393999999998,-1.78206
"{""377"": 84, ""515"": -56}",-1.78206,-0.6,-0.6,-1.78206,-0.6,-6.279704744477014,-5.188965150981547,0.0,-2.3642393999999998
"{""377"": 60, ""515"": -29}",-1.194,-8.39649872152269,-3.51119103594,-0.6,-4.0760791255806,-1.194,-2.940597006,-3.51119103594,-1.194
"{""377"": -7, ""515"": 35}",-2.8685377497358657,-2.317659167162397,-3.408453848516122,-5.214941284932398,-3.937625616930651,-4.198249360761345,-2.8685377497358657,-3.139852372238507,-3.674369310030961
"{""377"": 24, ""515"": 27}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 17, ""515"": 35}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 16, ""515"": 33}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -28, ""515"": 54}",-4.0760791255806,-4.635318334324794,-4.635318334324794,-2.3642393999999998,-2.3642393999999998,-3.51119103594,-5.7370754994717315,-3.51119103594,-6.279704744477014
"{""377"": -38, ""515"": 69}",-1.194,-15.617977596703174,0.0,-1.78206,-4.0760791255806,-3.51119103594,0.0,-1.78206,-4.635318334324794
"{""377"": -3, ""515"": 31}",-4.198249360761345,-3.408453848516122,-4.711704198482194,-4.711704198482194,-5.214941284932398,-5.95108231382862,-2.8685377497358657,-4.711704198482194,-4.964587156497372
"{""377"": -41, ""515"": 72}",-3.51119103594,-30.9005177835502,-0.6,-0.6,-4.0760791255806,0.0,-2.940597006,-1.194,0.0
"{""377"": 70, ""515"": -44}",-18.215206917025576,-5.7370754994717315,-6.816907697032244,-0.6,-5.7370754994717315,-12.859311551566861,-1.78206,-9.929174312994745,-2.3642393999999998
"{""377"": 26, ""515"": 26}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 20, ""515"": 37}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 20, ""515"": 30}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -2, ""515"": 30}",-5.214941284932398,-2.8685377497358657,-5.214941284932398,-3.674369310030961,-5.462791872083074,-5.214941284932398,-4.964587156497372,-3.674369310030961,-5.95108231382862
"{""377"": -44, ""515"": 78}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 46, ""515"": -12}",-0.89103,-0.3,0.0,-1.1821196999999999,-1.1821196999999999,0.0,0.0,0.0,-2.0380395627903
"{""377"": 90, ""515"": -62}",-0.6,-3.51119103594,-0.6,-2.940597006,-1.194,-1.78206,-2.3642393999999998,-0.6,-1.194
"{""377"": 81, ""515"": -48}",-0.6,-1.194,-0.6,-1.194,-1.194,-1.78206,-0.6,-1.78206,-1.78206
"{""377"": -26, ""515"": 52}",-3.51119103594,-2.940597006,-12.383142981380669,-1.194,-1.78206,-2.3642393999999998,-10.925583744166149,-5.188965150981547,-2.3642393999999998
"{""377"": -42, ""515"": 67}",-0.6,-5.7370754994717315,-2.3642393999999998,-2.3642393999999998,-4.0760791255806,-0.6,-1.78206,-1.194,-3.51119103594
"{""377"": 104, ""515"": -52}",-10.429882569864796,-11.90216462765724,-1.78206,-13.797411251690681,-1.78206,-2.3642393999999998,0.0,-1.78206,0.0
"{""377"": 121, ""515"": -55}",-8.912533734307463,-3.51119103594,-2.3642393999999998,-12.383142981380669,-5.7370754994717315,-2.940597006,-3.51119103594,-2.3642393999999998,-2.940597006
"{""377"": 76, ""515"": -48}",-4.635318334324794,-1.194,-6.279704744477014,-1.78206,-12.859311551566861,-2.940597006,-2.3642393999999998,-1.194,0.0
"{""377"": 77, ""515"": -44}",-0.6,-2.3642393999999998,-2.3642393999999998,-1.194,-2.940597006,-3.51119103594,0.0,-1.78206,-3.51119103594
"{""377"": -45, ""515"": 78}",-4.635318334324794,-2.3642393999999998,-8.912533734307463,-2.3642393999999998,-7.875251233861302,-1.78206,-2.3642393999999998,-3.51119103594,-3.51119103594
"{""377"": -37, ""515"": 71}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 54, ""515"": -29}",-1.194,-12.383142981380669,-2.3642393999999998,-10.429882569864796,-10.429882569864796,-7.348738620061922,-2.940597006,-9.929174312994745,-3.51119103594
"{""377"": 22, ""515"": 25}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 21, ""515"": 45}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 11, ""515"": 55}",-0.89103,-1.470298503,-0.89103,-0.89103,-0.89103,0.0,-0.3,-1.1821196999999999,-0.3
"{""377"": -2, ""515"": 52}",-1.194,-0.6,-1.78206,-1.78206,-1.194,-2.940597006,-1.194,-1.78206,-2.3642393999999998
"{""377"": -23, ""515"": 54}",-2.3642393999999998,-4.0760791255806,-1.194,-40.920656170851345,-15.617977596703174,-8.39649872152269,-2.3642393999999998,-1.78206,-12.859311551566861
"{""377"": 42, ""515"": -12}",-5.95108231382862,-10.330223382775683,-1.1821196999999999,-0.89103,-1.470298503,-2.5944825754907734,-0.3,-2.0380395627903,-1.1821196999999999
"{""377"": 116, ""515"": -50}",-2.3642393999999998,-4.635318334324794,-3.51119103594,-1.194,-4.635318334324794,-4.635318334324794,-20.660446765551367,-1.78206,-7.875251233861302
"{""377"": 92, ""515"": -64}",0.0,-1.78206,-1.194,0.0,-1.194,0.0,-4.0760791255806,-1.194,-0.6
"{""377"": 72, ""515"": -41}",-1.194,-1.78206,-0.6,-0.6,-0.6,-0.6,-3.51119103594,-1.78206,0.0
"{""377"": 100, ""515"": -43}",-2.940597006,-6.279704744477014,-2.940597006,-8.912533734307463,-3.51119103594,-0.6,-1.194,-20.660446765551367,-2.940597006
"{""377"": -22, ""515"": 52}",0.0,-1.78206,-0.6,-8.39649872152269,-0.6,0.0,-5.7370754994717315,-0.6,-10.429882569864796
"{""377"": 19, ""515"": 28}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 13, ""515"": 38}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 6, ""515"": 46}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 6, ""515"": 43}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 9, ""515"": 48}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -10, ""515"": 60}",-0.6,-1.194,0.0,-0.6,0.0,0.0,-1.78206,-0.6,-0.6
"{""377"": -31, ""515"": 59}",-1.194,0.0,0.0,-0.6,-1.194,-1.194,-2.3642393999999998,-2.940597006,0.0
"{""377"": -47, ""515"": 73}",-0.6,-0.6,-1.194,-1.194,-0.6,-0.6,-0.6,-0.6,-0.6
"{""377"": -63, ""515"": 88}",0.0,0.0,0.0,-1.194,0.0,0.0,-0.6,0.0,0.0
"{""377"": -64, ""515"": 97}",-0.6,0.0,-0.6,0.0,-1.194,-0.6,0.0,0.0,0.0
"{""377"": -73, ""515"": 104}",-0.6,-0.6,0.0,0.0,0.0,0.0,0.0,-0.6,0.0
"{""377"": -81, ""515"": 114}",0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0
"{""377"": -76, ""515"": 110}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 19, ""515"": 47}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -14, ""515"": 42}",-2.317659167162397,-1.470298503,-0.89103,-1.75559551797,-1.470298503,-1.75559551797,-1.470298503,-1.1821196999999999,-2.0380395627903
"{""377"": 29, ""515"": 23}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 97, ""515"": -47}",-17.36680636366246,-1.78206,-1.194,-1.78206,-2.3642393999999998,-12.383142981380669,-1.78206,-15.617977596703174,-7.875251233861302
"{""377"": 78, ""515"": -45}",-1.78206,-1.78206,0.0,-1.78206,-0.6,-3.51119103594,-1.194,-2.3642393999999998,-2.940597006
"{""377"": 83, ""515"": -49}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 19, ""515"": 38}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 106, ""515"": -54}",-1.78206,-1.78206,-0.6,-11.416327906724486,-1.78206,-3.51119103594,-1.194,-4.635318334324794,-1.194
"{""377"": 119, ""515"": -62}",-0.6,-5.7370754994717315,-1.194,0.0,-0.6,0.0,0.0,0.0,-0.6
"{""377"": 89, ""515"": -61}",-1.78206,-3.51119103594,-1.194,-1.78206,-1.194,0.0,-1.78206,-1.78206,0.0
"{""377"": 66, ""515"": -41}",-15.617977596703174,-2.940597006,-0.6,0.0,-4.0760791255806,-1.78206,-2.940597006,-0.6,0.0
"{""377"": 76, ""515"": -42}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 103, ""515"": -56}",-3.51119103594,-1.194,0.0,-1.78206,-0.6,-0.6,-5.188965150981547,-0.6,-0.6
"{""377"": 114, ""515"": -62}",0.0,0.0,0.0,-0.6,-1.194,0.0,-1.194,-0.6,-0.6
"{""377"": 119, ""515"": -70}",0.0,0.0,-0.6,0.0,0.0,-0.6,-1.194,0.0,-1.194
"{""377"": 123, ""515"": -66}",-0.6,-0.6,-0.6,-1.78206,-0.6,-1.194,-0.6,0.0,-0.6
"{""377"": 126, ""515"": -60}",-0.6,-1.194,-2.940597006,-0.6,-2.3642393999999998,-1.78206,-2.3642393999999998,-3.51119103594,-0.6
"{""377"": 111, ""515"": -61}",-2.3642393999999998,0.0,-1.194,-2.3642393999999998,-0.6,-0.6,-0.6,-2.940597006,-1.194
"{""377"": 84, ""515"": -58}",-1.194,-1.78206,-1.194,-2.940597006,-1.194,-0.6,-4.0760791255806,-6.279704744477014,-1.194
"{""377"": 88, ""515"": -63}",-0.6,-0.6,-0.6,-0.6,0.0,-0.6,0.0,0.0,-0.6
"{""377"": 87, ""515"": -54}",-2.3642393999999998,0.0,-0.6,-1.78206,-0.6,-0.6,0.0,-1.194,-1.78206
"{""377"": 73, ""515"": -42}",0.0,-1.78206,-1.78206,-0.6,0.0,-1.78206,-2.3642393999999998,-1.194,0.0
"{""377"": 70, ""515"": -37}",-0.6,-3.51119103594,-3.51119103594,-2.940597006,-4.635318334324794,-6.279704744477014,-1.194,-3.51119103594,-6.816907697032244
"{""377"": 67, ""515"": -33}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 6, ""515"": 44}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -43, ""515"": 68}",0.0,-4.0760791255806,-1.78206,-2.3642393999999998,-0.6,-2.3642393999999998,-0.6,-2.3642393999999998,-8.39649872152269
"{""377"": -51, ""515"": 84}",-1.78206,0.0,-3.51119103594,0.0,-2.940597006,-1.194,-2.940597006,-3.51119103594,-2.3642393999999998
"{""377"": -60, ""515"": 91}",-0.6,-0.6,0.0,0.0,0.0,0.0,-0.6,0.0,0.0
"{""377"": -48, ""515"": 81}",-1.194,-1.78206,-1.78206,-1.78206,-5.7370754994717315,-0.6,-2.3642393999999998,-2.940597006,-2.3642393999999998
"{""377"": 30, ""515"": 36}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 28, ""515"": 19}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 59, ""515"": -34}",-2.3642393999999998,-4.0760791255806,-2.3642393999999998,-2.3642393999999998,-11.90216462765724,0.0,-2.3642393999999998,0.0,-0.6
"{""377"": 81, ""515"": -53}",-5.188965150981547,-1.194,-2.3642393999999998,-7.348738620061922,-0.6,-0.6,-3.51119103594,-0.6,-0.6
"{""377"": 111, ""515"": -59}",-0.6,-0.6,-0.6,-5.7370754994717315,-0.6,-1.78206,0.0,-0.6,0.0
"{""377"": 116, ""515"": -67}",0.0,-1.194,-0.6,-0.6,0.0,0.0,-0.6,0.0,0.0
"{""377"": 130, ""515"": -73}",0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 139, ""515"": -73}",0.0,0.0,0.0,0.0,-0.6,-0.6,-0.6,-0.6,-0.6
"{""377"": 117, ""515"": -67}",0.0,0.0,-0.6,-1.78206,0.0,-1.194,-0.6,0.0,0.0
"{""377"": 82, ""515"": -56}",-1.194,-1.194,-3.51119103594,-1.194,-2.940597006,-6.279704744477014,0.0,-3.51119103594,-0.6
"{""377"": 83, ""515"": -50}",-1.194,-1.78206,-1.194,-0.6,-1.194,-2.940597006,0.0,-0.6,-1.78206
"{""377"": 69, ""515"": -38}",-1.78206,-3.51119103594,-0.6,-1.78206,-0.6,-1.194,-2.940597006,-2.940597006,0.0
"{""377"": 12, ""515"": 37}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -20, ""515"": 45}",-3.937625616930651,-8.896569150012917,-1.470298503,-5.214941284932398,-7.358421383891018,-10.131538770480487,-2.0380395627903,-3.139852372238507,-4.456266867153731
"{""377"": 21, ""515"": 31}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 10, ""515"": 56}",0.0,-0.597,-1.1821196999999999,-1.1821196999999999,-0.597,-0.3,-0.89103,-0.597,-0.597
"{""377"": 1, ""515"": 49}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -39, ""515"": 65}",-2.940597006,-4.0760791255806,-5.188965150981547,-1.194,0.0,-1.78206,-1.194,-1.78206,-0.6
"{""377"": -50, ""515"": 75}",-0.6,-1.194,-1.78206,-0.6,-1.194,0.0,-1.194,-1.194,0.0
"{""377"": -58, ""515"": 91}",-1.78206,-2.3642393999999998,0.0,0.0,-2.3642393999999998,-1.194,-0.6,-1.194,-0.6
"{""377"": -63, ""515"": 94}",0.0,0.0,-2.3642393999999998,-0.6,-0.6,-0.6,-1.78206,0.0,0.0
"{""377"": -57, ""515"": 91}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -42, ""515"": 73}",-1.78206,-0.6,0.0,-8.912533734307463,-0.6,-8.39649872152269,-1.194,-0.6,-1.78206
"{""377"": 108, ""515"": -59}",-1.194,-2.940597006,-0.6,-1.78206,0.0,-1.78206,-4.0760791255806,-1.194,-1.78206
"{""377"": 81, ""515"": -56}",0.0,-2.3642393999999998,-0.6,-0.6,0.0,0.0,0.0,0.0,-0.6
"{""377"": 80, ""515"": -47}",-1.78206,-0.6,0.0,-0.6,-0.6,-0.6,-2.3642393999999998,0.0,-3.51119103594
"{""377"": 77, ""515"": -46}",-0.6,-0.6,0.0,0.0,0.0,-0.6,0.0,-0.6,-1.194
"{""377"": 80, ""515"": -46}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 23, ""515"": 26}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 124, ""515"": -75}",-1.194,0.0,-1.194,-0.6,0.0,0.0,0.0,0.0,0.0
"{""377"": 131, ""515"": -74}",0.0,0.0,-0.6,0.0,0.0,-0.6,-0.6,-0.6,0.0
"{""377"": 127, ""515"": -61}",-2.3642393999999998,-1.78206,-0.6,-1.194,-4.635318334324794,-0.6,-1.78206,-0.6,-4.0760791255806
"{""377"": 118, ""515"": -68}",0.0,-0.6,-0.6,-0.6,0.0,0.0,0.0,-1.194,0.0
"{""377"": 19, ""515"": 33}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 13, ""515"": 44}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 113, ""515"": -62}",-0.6,-1.78206,0.0,-0.6,-0.6,-1.194,0.0,-0.6,-0.6
"{""377"": -26, ""515"": 56}",0.0,-0.6,-0.6,-6.816907697032244,-1.194,-0.6,0.0,0.0,-0.6
"{""377"": 21, ""515"": 30}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 20, ""515"": 32}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -32, ""515"": 63}",-3.51119103594,-9.423408396964389,-2.3642393999999998,-1.78206,-13.330718436051193,-11.90216462765724,0.0,-0.6,-1.78206
"{""377"": 18, ""515"": 34}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 17, ""515"": 32}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 18, ""515"": 39}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -34, ""515"": 59}",-1.78206,-4.635318334324794,-11.416327906724486,-7.348738620061922,-0.6,-0.6,-0.6,-1.78206,-13.330718436051193
"{""377"": 71, ""515"": -37}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 14, ""515"": 37}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -8, ""515"": 36}",-3.674369310030961,-2.0380395627903,-2.5944825754907734,-4.711704198482194,-2.5944825754907734,-4.456266867153731,-3.139852372238507,-2.8685377497358657,-2.317659167162397
"{""377"": 111, ""515"": -60}",0.0,-1.194,0.0,-0.6,-0.6,0.0,-1.78206,-1.194,0.0
"{""377"": 109, ""515"": -59}",-2.940597006,-1.194,-2.3642393999999998,-3.51119103594,-1.194,-0.6,0.0,-2.3642393999999998,-0.6
"{""377"": 77, ""515"": -49}",-1.78206,-2.3642393999999998,0.0,-2.3642393999999998,-3.51119103594,-1.78206,-13.797411251690681,0.0,-0.6
"{""377"": 23, ""515"": 29}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -44, ""515"": 75}",-0.6,-6.279704744477014,-0.6,-4.0760791255806,-2.3642393999999998,-6.816907697032244,-1.194,-7.348738620061922,-9.929174312994745
"{""377"": -51, ""515"": 85}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 11, ""515"": 38}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 24, ""515"": 42}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 24, ""515"": 33}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -49, ""515"": 74}",-1.194,-0.6,-1.78206,-0.6,-2.3642393999999998,-0.6,-0.6,-1.194,-1.194
"{""377"": -55, ""515"": 86}",-0.6,-1.78206,-0.6,-0.6,-0.6,-0.6,-1.194,0.0,0.0
"{""377"": 15, ""515"": 37}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 5, ""515"": 44}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 8, ""515"": 49}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 14, ""515"": 52}",-2.0380395627903,-1.1821196999999999,-0.89103,-1.75559551797,-1.1821196999999999,-0.89103,-1.470298503,-0.597,-1.470298503
"{""377"": -17, ""515"": 45}",-3.408453848516122,-1.75559551797,-1.75559551797,-2.5944825754907734,-0.89103,-2.0380395627903,-0.89103,-2.317659167162397,-1.1821196999999999
"{""377"": 107, ""515"": -60}",-0.6,-0.6,-1.78206,-0.6,0.0,0.0,-1.194,-0.6,-0.6
